"BlockID","SiteID","FragSize","SizeClass","ForestProp1km","FragRatio1km","Hunted","BrowseProb","ScatPredict","PointID","Latitude","Longitude","CornerFlagged","Year","SurveyDate","Soil","Rock","Fern","Herbaceous","Coniferous","Deciduous","Moss","Laurel","Tree","TreeGenus","TreeSpecies","TreeFamily","DBH","Height","Branches1_2m","Dead"
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_4","41.806828","-72.235229",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Acer saccharum","Acer","saccharum","Aceraceae","6.40",NA,"no",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_4","41.806828","-72.235229",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Acer saccharum","Acer","saccharum","Aceraceae","8.65",NA,"no",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_4","41.806828","-72.235229",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Acer saccharum","Acer","saccharum","Aceraceae","1.70",NA,"no",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_4","41.806828","-72.235229",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Acer saccharum","Acer","saccharum","Aceraceae","1.55",NA,"yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_4","41.806828","-72.235229",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Acer saccharum","Acer","saccharum","Aceraceae","2.40",NA,"no",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_4","41.806828","-72.235229",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Acer saccharum","Acer","saccharum","Aceraceae","3.85",NA,"no",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_3","41.807053","-72.235237",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Fraxinus americana","Fraxinus","americana","Oleaceae","50.90",NA,"no",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_3","41.807053","-72.235237",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.09","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_3","41.807053","-72.235237",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.29","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_3","41.807053","-72.235237",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.09","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_3","41.807053","-72.235237",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.39","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_3","41.807053","-72.235237",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Fraxinus americana","Fraxinus","americana","Oleaceae","53.90",NA,"no",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_3","41.807053","-72.235237",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.21","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_3","41.807053","-72.235237",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.05","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_3","41.807053","-72.235237",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Betula lenta","Betula","lenta","Betulaceae","21.45",NA,"no",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_3","41.807053","-72.235237",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Acer saccharum","Acer","saccharum","Aceraceae","11.55",NA,"no",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_3","41.807053","-72.235237",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Acer saccharum","Acer","saccharum","Aceraceae","12.10",NA,"no",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_3","41.807053","-72.235237",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.36","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_3","41.807053","-72.235237",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Acer saccharum","Acer","saccharum","Aceraceae","20.25",NA,"no",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_3","41.807053","-72.235237",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.10","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_3","41.807053","-72.235237",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Fraxinus americana","Fraxinus","americana","Oleaceae","62.00",NA,"no",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_3","41.807053","-72.235237",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Acer saccharum","Acer","saccharum","Aceraceae","33.05",NA,"no",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_3","41.807053","-72.235237",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Acer saccharum","Acer","saccharum","Aceraceae","2.60",NA,"yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_3","41.807053","-72.235237",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Fraxinus americana","Fraxinus","americana","Oleaceae","52.00",NA,"no",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_3","41.807053","-72.235237",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Ostrya virginiana","Ostrya","virginiana","Betulaceae","3.70",NA,"no",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Acer rubrum","Acer","rubrum","Aceraceae","29.50",NA,"no",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.28","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.29","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.17","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.37","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.18","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.30","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.22","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.16","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.40","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.06","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.28","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.32","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.03","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.41","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Acer rubrum","Acer","rubrum","Aceraceae","39.30",NA,"no",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.15","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.11","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.08","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.11","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.08","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.08","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.18","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Berberis thunbergii","Berberis","thunbergii","Berberidaceae",NA,"1.36","yes",NA
"ST","WWS","14.958","small","0.506","4.078","no","0.415","0.176","ST_WWS_2","41.806938","-72.235497",NA,"2017","2017-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Lindera benzoin","Lindera","benzoin","Lauraceae","3.60",NA,"yes",NA
