"307","LITHHE","Lithophane hemina","Lepidoptera","Noctuidae","Lithophane","hemina",,NULL,"Hemina Pinion","no",,NULL,NULL,NULL,NULL
"308","REDEVI","Redectis vitrea","Lepidoptera","Erebidae","Redectis","vitrea",,NULL,"White-spotted Redectis","no",,"0.00","1","1",NULL
"309","SERISI","Sericaglaea signata","Lepidoptera","Noctuidae","Sericaglaea","signata",,NULL,"Variable Sallow","no","no","237.16","2","2",NULL
"310","COLOPR","Colocasia propinquilinea","Lepidoptera","Noctuidae","Colocasia","propinquilinea",,NULL,"Closebanded Yellowhorn","no",,NULL,NULL,NULL,NULL
"311","POLYIN","Polygonia interrogationis","Lepidoptera","Nymphalidae","Polygonia","interrogationis",,NULL,"Question Mark","no","yes","0.00","1","1","Ulmus, Celtis"
"312","DREPAR","Drepana arcuata","Lepidoptera","Drepanidae","Drepana","arcuata",,NULL,"Arched Hooktip","no","yes","0.00","1","1","Betulaceae"
"313","ACROSU","Acronicta superans","Lepidoptera","Noctuidae","Acronicta","superans",,NULL,"Splendid Dagger","no",,"0.00","1","1",NULL
"314","EGIRAL","Egira alternans","Lepidoptera","Noctuidae","Egira","alternans",,NULL,"Alternate Woodling","no","no","0.00","1","1",NULL
"315","ZALEHE","Zale helata","Lepidoptera","Erebidae","Zale","helata",,NULL,"Brown-spotted Zale","no","yes","0.00","3","1","Pinus"
"316","CELAAR","Celastrina argiolus","Lepidoptera","Lycaenidae","Celastrina","argiolus",,NULL,"Holly Blue","no",,"0.00","1","1",NULL
"317","ACROLO","Acronicta lobeliae","Lepidoptera","Noctuidae","Acronicta","lobeliae",,NULL,"Lobelia Dagger Moth","no","yes","0.00","1","1","Quercus"
"318","ELAPVE","Elaphria versicolor","Lepidoptera","Noctuidae","Elaphria","versicolor",,NULL,"Variegated Midget","no",,"0.00","2","1",NULL
"319","ORTHFL","Orthofidonia flavivenata BOLD:AAC5338","Lepidoptera","Geometridae","Orthofidonia","flavivenata",,"BOLD:AAC5338","Yellow-veined Geometer Moth","no","yes","0.00","2","1","Viburnum"
"320","CHAETR","Chaetaglaea tremula","Lepidoptera","Noctuidae","Chaetaglaea","tremula",,NULL,"Trembling Sallow","no",,"0.00","2","1",NULL
"321","PYREPE","Pyreferra pettiti","Lepidoptera","Noctuidae","Pyreferra","pettiti",,NULL,,"no","yes","0.00","2","1","Ostrya"
"322","HERPXX","Herpetogramma","Lepidoptera","Crambidae","Herpetogramma",,,NULL,,"yes",,NULL,NULL,NULL,NULL
"324","CLEOSU","Cleora sublunaria","Lepidoptera","Geometridae","Cleora","sublunaria",,NULL,"Double-lined Gray Moth","no","no","0.00","1","1",NULL
"325","LITHIN","Lithophane innominata","Lepidoptera","Noctuidae","Lithophane","innominata",,NULL,"Nameless Pinion","no","no",NULL,NULL,NULL,NULL
"326","OPERBR","Operophtera bruceata","Lepidoptera","Geometridae","Operophtera","bruceata",,NULL,"Bruce Spanworm","no","no","0.00","1","1",NULL
"327","PHYLXX","Phyllodesma","Lepidoptera","Lasiocampidae","Phyllodesma",,,NULL,,"no",,NULL,NULL,NULL,NULL
"328","SATYXX","Satyrium","Lepidoptera","Lycaenidae","Satyrium",,,NULL,,"no",,"0.00","1","1",NULL
"329","PYRALI","Pyralidae","Lepidoptera","Pyralidae",,,,NULL,,"yes",,NULL,NULL,NULL,NULL
"330","OLETXX","Olethreutes","Lepidoptera","Tortricidae","Olethreutes",,,NULL,,"yes",,"0.00","1","1",NULL
"331","CATOAN","Catocala andromedae","Lepidoptera","Erebidae","Catocala","andromedae",,NULL,"Gloomy Underwing","no","yes","0.00","1","1","Vaccinium, Azalea"
"332","CATOGR","Catocala gracilis","Lepidoptera","Erebidae","Catocala","gracilis",,NULL,"Graceful Underwing","no","yes","0.00","1","1","Vaccinium, Ericaceae"
"336","EPISAR","Episimus argutana","Lepidoptera","Tortricidae","Episimus","argutana",,NULL,"Sumac Leaftier Moth","yes","no","0.00","3","1","Rhus, Hamamelis, Euphorbia. Functionally a specialist with our sampling."
"337","ACLECH","Acleris chalybeana","Lepidoptera","Tortricidae","Acleris","chalybeana",,NULL,"Lesser Maple Leafroller","yes","no","0.00","3","1",NULL
"338","ACLECO","Acleris comandrana","Lepidoptera","Tortricidae","Acleris","comandrana",,NULL,,"yes",,"0.00","1","1","Bugguide larval host: bastard toadflax, bog rosemary"
"339","ACROCA","Acrobasis carpinivorella BOLD:ACE8773","Lepidoptera","Pyralidae","Acrobasis","carpinivorella",,"BOLD:ACE8773",,"yes","yes","32.05","4","2","Carpinus (corylus)"
"340","AETHIN","Aethalura intertexta","Lepidoptera","Geometridae","Aethalura","intertexta",,NULL,"Four-barred Gray ","no",,"0.00","2","1",NULL
"341","ARGYVE","Argyrotaenia velutinana","Lepidoptera","Tortricidae","Argyrotaenia","velutinana",,NULL,"Red-banded Leafroller","yes","no","181.22","3","2",NULL
"342","CALOXX","Caloptilia","Lepidoptera","Gracillariidae","Caloptilia",,,NULL,,"yes",,"0.00","1","1","leaf miner"
"343","CALOSU","Caloptilia superbifrontella","Lepidoptera","Gracillariidae","Caloptilia","superbifrontella",,NULL,,"yes","yes","0.00","1","1","Hamamelis. Leaf miner"
"344","CELALU","Celastrina lucia BOLD:ACF0806","Lepidoptera","Lycaenidae","Celastrina","lucia",,"BOLD:ACF0806","Lucia Azure","no","yes","0.00","1","1","Vaccinium"
"345","CENODF","Cenopis directana-ferreana BOLD:AAB7926","Lepidoptera","Tortricidae","Cenopis","directana-ferreana",,"BOLD:AAB7926",,"yes","no","235.55","4","4",NULL
"346","CENOPE","Cenopis pettitana","Lepidoptera","Tortricidae","Cenopis","pettitana",,NULL,"Maple-Basswood Leafroller","yes","no","129.72","2","2",NULL
"347","CHIOPE","Chionodes pereyra BOLD:AAF3315","Lepidoptera","Gelechiidae","Chionodes","pereyra",,"BOLD:AAF3315",,"yes",,"228.46","3","3","Host listed as Quercus (bugguide, Marquis et al), but we have found on Hamamelis and Betula"
"348","CHIOSO","Chionodes soter BOLD:AAF3316","Lepidoptera","Gelechiidae","Chionodes","soter",,"BOLD:AAF3316",,"yes",,"0.00","1","1","Host listed as Quercus (wikipedia)"
"349","CHIOTH","Chionodes thoraceochrella BOLD:AAA4438","Lepidoptera","Gelechiidae","Chionodes","thoraceochrella",,"BOLD:AAA4438",,"yes","no","237.16","2","2",NULL
"350","COLEAT","Coleotechnites atrupictella","Lepidoptera","Gelechiidae","Coleotechnites","atrupictella",,NULL,,"yes",,"0.00","1","1","Supposed to feed on conifers"
"351","COLOFL","Colocasia flavicornis","Lepidoptera","Noctuidae","Colocasia","flavicornis",,NULL,"Yellowhorn","no","no","0.00","1","1",NULL
"352","DICHLI","Dichomeris ligulella","Lepidoptera","Gelechiidae","Dichomeris","ligulella",,NULL,"Palmerworm Moth","yes","no","173.75","3","3",NULL
"353","EUPSMV","Eupsilia morrisoni-vinulenta BOLD:AAB4640","Lepidoptera","Noctuidae","Eupsilia","morrisoni-vinulenta",,"BOLD:AAB4640",,"no",,"0.00","1","1",NULL
"354","GRETAD","Gretchena amatana-deludana BOLD:AAA6261","Lepidoptera","Tortricidae","Gretchena","amatana-deludana",,"BOLD:AAA6261",,"yes",,"0.00","1","1","Host: deludana = Cary illinoinensis, amatana = unknown. We found it on CARCA"
"355","HERPTH","Herpetogramma thestealis","Lepidoptera","Crambidae","Herpetogramma","thestealis",,NULL,"Zigzag Herpetogramma","yes",,"0.00","2","1",NULL
"356","HOMOXX","Homochlodes","Lepidoptera","Geometridae","Homochlodes",,,NULL,,"no",,"0.00","1","1","Contaminant, fern feeder"
"357","LAMBAF","Lambdina aff. fervidaria BOLD:ACK2293","Lepidoptera","Geometridae","Lambdina","aff. Fervidaria",,"BOLD:ACK2293",,"no",,"0.00","1","1",NULL
"358","LITHHB","Lithophane hemina-bethunei BOLD:AAB1070","Lepidoptera","Noctuidae","Lithophane","hemina-bethunei",,"BOLD:AAB1070",,"no","no","209.24","12","8",NULL
"359","LITHIP","Lithophane innominata-petulca BOLD:ACE4172","Lepidoptera","Noctuidae","Lithophane","innominata-petulca",,"BOLD:ACE4172",,"no","no","0.00","1","1",NULL
"360","MELASI","Melanolophia signataria","Lepidoptera","Geometridae","Melanolophia","signataria",,NULL,"Signate Melanolophia","no","no","179.93","4","4",NULL
"361","METAN1","Metarranthis n. sp. BOLD:AAP3529","Lepidoptera","Geometridae","Metarranthis","n. sp. BOLD:AAP3529",,"BOLD:AAP3529",,"no",,"0.00","1","1",NULL
"362","NITEAT","Nites atrocapitella BOLD:AAI5794","Lepidoptera","Depressariidae","Nites","atrocapitella",,"BOLD:AAI5794",,"yes","yes","0.00","1","1",NULL
"363","PHAENI","Phaecasiophora niveiguttana","Lepidoptera","Tortricidae","Phaecasiophora","niveiguttana",,NULL,"Labyrinth Moth","yes","no","0.00","1","1",NULL
"364","PLATEX","Platynota exasperatana","Lepidoptera","Tortricidae","Platynota","exasperatana",,NULL,"Exasperating Platynota","yes",,"0.00","1","1",NULL
"365","PSAPRO","Psaphida rolandi","Lepidoptera","Noctuidae","Psaphida","rolandi",,NULL,"Roland's Sallow","no",,"0.00","2","1",NULL
"366","PSEUAH","Pseudexentera aff. haracana BOLD:AAA7132","Lepidoptera","Tortricidae","Pseudexentera","aff. haracana BOLD:AAA7132",,"BOLD:AAA7132",,"yes","yes","0.00","1","1","Likely specialist on Ilex"
"367","PSEUCR","Pseudexentera cressoniana","Lepidoptera","Tortricidae","Pseudexentera","cressoniana",,NULL,"Shagbark Hickory Leafroller","yes","yes","0.00","1","1","Carya ovata"
"368","PSEUVA","Pseudexentera vaccinii BOLD:ACE4081","Lepidoptera","Tortricidae","Pseudexentera","vaccinii",,"BOLD:ACE4081",,"yes","yes","26.85","4","2","Ericaceae, especially Vaccinium. In BOLD as P. oregonana, many misIDs"
"369","PSEUVI","Pseudexentera virginiana","Lepidoptera","Tortricidae","Pseudexentera","virginiana",,NULL,,"yes","yes","0.00","15","1","Hamamelis. Tends towards early June, earlier than P. costomaculana"
"370","PSYCCA","Psyche casta","Lepidoptera","Psychidae","Psyche","casta",,NULL,"Common Bagworm Moth","yes",,"0.00","1","1","Contaminant, grass, moss, lichen feeder (DLW)"
"371","PUBILA","Pubitelphusa latifasciella BOLD:AAC8095","Lepidoptera","Gelechiidae","Pubitelphusa","latifasciella",,"BOLD:AAC8095",,"yes",,"214.28","6","5",NULL
"372","PYREN1","Pyreferra n. sp. BOLD:AAD2863","Lepidoptera","Noctuidae","Pyreferra","n. sp. BOLD:AAD2863",,"BOLD:AAD2863",,"no",,"0.00","1","1",NULL
"373","ZALEAE","Zale aeruginosa","Lepidoptera","Erebidae","Zale","aeruginosa",,NULL,"Green-dusted Zale ","no","no","0.00","1","1",NULL
"374","DICHVE","Dichomeris ventrellus","Lepidoptera","Gelechiidae","Dichomeris","ventrellus",,NULL,,"yes",NULL,"0.00","1","1",NULL
"375","GELEIO","Gelechioidea","Lepidoptera",,,,,NULL,,"yes",NULL,NULL,NULL,NULL,NULL
"378","PLAGSE","Plagodis serinaria","Lepidoptera","Geometridae","Plagodis","serinaria",,NULL,"Lemon Plagodis","no","no","0.00","1","1",NULL
"379","EUPIFL","Eupithecia fletcherata BOLD:AAA9177","Lepidoptera","Geometridae","Eupithecia","fletcherata",,"BOLD:AAA9177","Fletcher's Larch Looper","no",NULL,"0.00","2","1","Alder, Larch, Spruce"
"380","EUPIVI","Eupithecia virgaureata","Lepidoptera","Geometridae","Eupithecia","virgaureata",,NULL,"Golden-rod Pug","no",NULL,"0.00","1","1","Goldenrod & ragwort flowers"
"382","CATOFL","Catocala flebilis","Lepidoptera","Erebidae","Catocala","flebilis",,NULL,"Mourning underwing","no","yes","0.00","1","1",NULL
"383","CATOPA","Catocala palaeogama","Lepidoptera","Erebidae","Catocala","palaeogama",,NULL,"Oldwife Underwing","no","yes","0.00","1","1","Carya and Juglans"
"385","LITHQU","Lithophane querquera","Lepidoptera","Noctuidae","Lithophane","querquera",,NULL,"Shivering Pinion","no",NULL,NULL,NULL,NULL,NULL
"386","PANTHE","Pantheinae","Lepidoptera","Noctuidae",,,,NULL,,"no",NULL,NULL,NULL,NULL,NULL
